transaction_id,user_id,timestamp,amount,txns_last_1min,txns_last_5min,distinct_ips_last_1hr,km_from_prev,minutes_since_prev,implied_speed_kmh,is_new_device,amount_zscore,is_fraud,fraud_type,iso_anomaly_score,iso_flag,lr_fraud_probability,model_flag
TXN111755,U001176,2025-01-09 16:02:00,674.11,1,2,2,1560.6966232595823,2.0,46820.898697787474,1,1.8815674646372,1,location_ip,0.2574403610817514,1,1.0,1.0
TXN183287,U004968,2025-03-02 12:01:23,135.52,9,11,11,2.327181600990932,0.0166666666666666,8377.853763567355,0,0.6502003069754102,1,velocity,0.25660587790561773,1,1.0,1.0
TXN126919,U005374,2025-01-20 15:02:08,767.26,10,12,11,3.72908206892676,0.05,4474.898482712112,0,-0.5879933799476289,1,velocity,0.2466686185472361,1,1.0,1.0
TXN164166,U003825,2025-02-16 15:01:00,469.63,6,6,6,4.451118012163847,0.0166666666666666,16024.02484378985,0,-0.5616948445698658,1,velocity,0.23766335675125827,1,1.0,1.0
TXN122674,U005025,2025-01-17 13:01:56,620.69,8,10,10,4.522419461453927,0.0333333333333333,8140.355030617068,0,0.0270421005381404,1,velocity,0.2511185568567338,1,1.0,1.0
TXN153052,U001528,2025-02-08 15:02:02,245.85,7,11,11,3.582377105501906,0.0333333333333333,6448.278789903431,0,-0.2499117387704913,1,velocity,0.2484097626545877,1,1.0,1.0
TXN156494,U001304,2025-02-11 02:00:46,259.42,7,7,7,5.212251675167068,0.0166666666666666,18764.106030601444,0,-0.7613815254703642,1,velocity,0.2461532559827534,1,1.0,1.0
TXN111751,U001203,2025-01-09 16:01:19,302.06,8,8,8,7.070122886362588,0.05,8484.147463635105,0,-0.5822145838714575,1,velocity,0.24400175113935774,1,1.0,1.0
TXN126184,U002644,2025-01-20 02:01:07,190.16,6,8,8,2.9554126064522928,0.0166666666666666,10639.485383228252,0,0.3776050376836094,1,velocity,0.24766060764867948,1,1.0,1.0
TXN138692,U005418,2025-01-29 08:01:48,108.99,8,11,10,4.477270584602262,0.05,5372.724701522714,0,-0.2493895041492112,1,velocity,0.24733995135927955,1,1.0,1.0
TXN154972,U005158,2025-02-09 21:01:12,508.3,8,8,8,6.56777514786721,0.0333333333333333,11821.99526616098,0,-0.750476111286688,1,velocity,0.2500514967497236,1,1.0,1.0
TXN106829,U003053,2025-01-05 23:02:00,870.12,1,2,2,1560.6966232595823,2.0,46820.898697787474,1,1.41014140896537,1,location_ip,0.25491040671855836,1,1.0,1.0
TXN196598,U002179,2025-03-12 02:02:12,85.02,5,9,9,7.281600219428026,0.0166666666666666,26213.76078994089,0,-0.1733432146695532,1,velocity,0.2606599074184648,1,1.0,1.0
TXN122678,U005025,2025-01-17 13:02:28,497.71,11,14,13,0.7612465399856365,0.0666666666666666,685.1218859870729,0,-0.6840432854555176,1,velocity,0.23872259729383494,1,1.0,1.0
TXN154980,U000097,2025-02-09 21:01:56,100.09,8,14,13,1.835048680163406,0.1,1101.0292080980437,0,0.9424403303812025,1,velocity,0.24393927850708286,1,1.0,1.0
TXN183290,U004968,2025-03-02 12:02:18,82.63,8,14,14,5.4541362233070245,0.2833333333333333,1154.9935531708993,0,-0.2704199730232566,1,velocity,0.23836112006393817,1,0.9999999999999998,1.0
TXN169193,U001889,2025-02-20 09:02:25,248.17,8,14,14,2.781990474940816,0.1833333333333333,910.4696099806308,0,-0.1186531178804636,1,velocity,0.23677879693154125,1,0.9999999999999998,1.0
TXN149273,U003327,2025-02-05 19:03:00,166.47,1,2,2,1966.773962747332,3.0,39335.47925494664,1,1.3205936112229737,1,location_ip,0.25872495172091836,1,0.9999999999999998,1.0
TXN100974,U000156,2025-01-01 18:01:45,719.29,6,8,8,4.846655378625331,0.0333333333333333,8723.979681525596,0,1.4161636714319208,1,velocity,0.24602897126060852,1,0.9999999999999998,1.0
TXN196895,U002904,2025-03-12 10:03:00,220.1,1,2,2,1851.6347035047809,3.0,37032.69407009562,1,2.3633048989019065,1,location_ip,0.26185295483453963,1,0.9999999999999998,1.0
TXN222185,U002629,2025-03-30 18:00:44,28.27,6,6,6,6.908040555647842,0.0333333333333333,12434.473000166116,0,-1.7207005152548087,1,velocity,0.23626575885519485,1,0.9999999999999998,1.0
TXN119297,U004363,2025-01-14 23:01:48,156.68,8,13,13,3.5112591725026814,0.1,2106.7555035016085,0,-0.6646591198149968,1,velocity,0.23984263992825572,1,0.9999999999999998,1.0
TXN206040,U005508,2025-03-19 04:01:54,422.88,7,12,12,4.874011265085342,0.05,5848.813518102411,0,-0.1449272566022008,1,velocity,0.2512440128157253,1,0.9999999999999998,1.0
TXN119293,U004363,2025-01-14 23:01:08,163.58,8,9,9,3.7347929392778,0.0833333333333333,2689.0509162800163,0,-0.7287458740215859,1,velocity,0.2327790536649521,1,0.9999999999999998,1.0
TXN183053,U002034,2025-03-02 09:01:17,255.96,8,8,8,1.2502861494591653,0.0833333333333333,900.2060276105991,0,0.129689356633341,1,velocity,0.22212638372421178,1,0.9999999999999996,1.0
TXN134578,U001573,2025-01-26 07:02:24,514.91,7,15,14,2.840072243794688,0.2333333333333333,730.3042912614911,0,-0.2309149151354069,1,velocity,0.23233786638902465,1,0.9999999999999993,1.0
TXN214292,U000649,2025-03-25 01:01:21,481.56,7,9,9,2.755103005389653,0.0333333333333333,4959.185409701376,0,-0.2369470852673775,1,velocity,0.24071790789015146,1,0.9999999999999993,1.0
TXN142639,U003239,2025-02-01 00:01:54,983.44,8,10,10,3.4275156879715136,0.2666666666666666,771.1910297935906,0,-0.3760728073503749,1,velocity,0.22532352235215514,1,0.9999999999999993,1.0
TXN154958,U000097,2025-02-09 21:00:10,56.85,4,4,4,5.234200797433014,0.0166666666666666,18843.122870758853,0,-0.273986514174479,1,velocity,0.21478471561816903,1,0.9999999999999993,1.0
TXN160972,U000498,2025-02-14 10:00:43,253.3,6,6,6,2.768293002851986,0.0166666666666666,9965.85481026715,0,-0.4309557944553596,1,velocity,0.22979762277757876,1,0.9999999999999993,1.0
TXN171247,U003440,2025-02-21 18:01:45,282.77,7,10,10,4.516335920580956,0.0666666666666666,4064.7023285228606,0,-0.0711139493227037,1,velocity,0.24340055988306109,1,0.9999999999999991,1.0
TXN219292,U000432,2025-03-28 17:02:29,88.99,8,15,15,3.327578978429067,0.0,0.0,0,-0.2945531381660656,1,velocity,0.2063664370356718,1,0.9999999999999991,1.0
TXN134500,U004122,2025-01-26 01:01:28,911.7,7,8,8,1.4631870283823214,0.0166666666666666,5267.473302176357,0,-0.6266837016876232,1,velocity,0.23444339285540983,1,0.9999999999999991,1.0
TXN214297,U000649,2025-03-25 01:02:01,431.1,7,14,13,3.4193423264806437,0.3166666666666666,647.8753881752798,0,-0.2300990762507271,1,velocity,0.23211837749677344,1,0.9999999999999991,1.0
TXN171239,U003440,2025-02-21 18:01:04,178.4,4,5,5,10.446793902116603,0.0333333333333333,18804.229023809887,0,-0.8179360193487639,1,velocity,0.22510361111738253,1,0.9999999999999991,1.0
TXN219989,U000145,2025-03-29 08:01:49,309.34,8,9,9,1.6397978254452472,0.2333333333333333,421.662297971635,0,-0.2102845792422416,1,velocity,0.2245550545967857,1,0.9999999999999989,1.0
TXN122672,U005025,2025-01-17 13:01:54,476.04,7,9,9,1.3519581403142529,0.0166666666666666,4867.049305131311,0,-0.7730498052247509,1,velocity,0.24085028291334376,1,0.9999999999999987,1.0
TXN108143,U003454,2025-01-06 22:01:43,214.63,7,13,13,5.757883127152344,0.1833333333333333,1884.3981143407675,0,1.0209759777643752,1,velocity,0.24509454544360487,1,0.9999999999999987,1.0
TXN178144,U000607,2025-02-26 16:01:30,54.91,8,8,8,3.594503406110125,0.1166666666666666,1848.6017517137789,0,-1.5101375213101076,1,velocity,0.22178503882113054,1,0.9999999999999984,1.0
TXN116835,U004980,2025-01-13 09:01:21,361.4,6,7,6,1.5317864114149145,0.0166666666666666,5514.431081093692,0,-0.1287297473492326,1,velocity,0.22268693948596918,1,0.9999999999999984,1.0
TXN163445,U001479,2025-02-16 05:00:47,226.7,4,4,4,4.844478738276033,0.0166666666666666,17440.123457793718,0,0.0229251202513423,1,velocity,0.21448579086675923,1,0.9999999999999982,1.0
TXN195465,U004075,2025-03-11 10:01:09,225.54,4,4,4,4.776939403530809,0.0166666666666666,17196.981852710913,0,0.0857303234288816,1,velocity,0.21344983239164828,1,0.999999999999998,1.0
TXN163448,U001479,2025-02-16 05:01:08,219.44,7,7,7,4.036311834693308,0.0666666666666666,3632.680651223977,0,0.0180216071068663,1,velocity,0.22533168151024252,1,0.9999999999999971,1.0
TXN219988,U000145,2025-03-29 08:01:35,243.76,7,8,8,3.4820559207547275,0.05,4178.467104905672,0,-0.6223943224855175,1,velocity,0.231267241435132,1,0.9999999999999971,1.0
TXN207346,U005898,2025-03-19 22:02:18,520.35,7,10,10,5.731122289737822,0.1,3438.6733738426933,0,-0.8159045852917097,1,velocity,0.2357935078242731,1,0.9999999999999949,1.0
TXN183054,U002034,2025-03-02 09:01:17,188.92,8,8,8,1.2376777555429763,0.0,0.0,0,-0.800785248369851,1,velocity,0.1840417078742922,1,0.9999999999999927,1.0
TXN104223,U000253,2025-01-04 01:01:57,282.27,8,13,13,7.719041264035218,0.0,0.0,0,-2.020776551923841,1,velocity,0.20853922773388145,1,0.9999999999999898,1.0
TXN195470,U004075,2025-03-11 10:01:55,219.17,7,8,8,5.230240938099691,0.15,2092.096375239876,0,0.102880067265317,1,velocity,0.2225867865656126,1,0.9999999999999893,1.0
TXN174649,U003099,2025-02-24 02:01:13,173.87,4,5,6,5.183501511107396,0.0166666666666666,18660.605439986623,0,-0.2663276703314002,1,velocity,0.22803049062983194,1,0.999999999999988,1.0
TXN160872,U004410,2025-02-14 09:00:59,415.82,7,7,6,1.4775739725131884,0.2666666666666666,332.4541438154674,0,-0.7516834552207098,1,velocity,0.19975529464815422,1,0.9999999999999876,1.0
TXN163404,U002904,2025-02-16 01:02:00,244.99,1,2,2,914.3646912012372,2.0,27430.94073603712,1,2.7881842909075063,1,location_ip,0.25023885350173547,1,0.9999999999999845,1.0
TXN196621,U000444,2025-03-12 05:03:00,1109.89,1,2,2,1532.103434385161,3.0,30642.068687703224,1,2.530546252003593,1,location_ip,0.2555072325153074,1,0.9999999999999827,1.0
TXN211537,U000906,2025-03-23 01:02:24,401.1,7,10,10,6.254274293656862,0.15,2501.7097174627447,0,-1.0796351029523228,1,velocity,0.2320157385525754,1,0.9999999999999807,1.0
TXN190229,U001096,2025-03-07 12:02:17,328.2,7,14,14,2.786793932275648,0.1666666666666666,1003.2458156192334,0,-0.490771219042467,1,velocity,0.2328291197163549,1,0.9999999999999793,1.0
TXN153054,U001528,2025-02-08 15:02:23,249.81,7,13,13,4.794387862037447,0.35,821.8950620635625,0,-0.240626665733137,1,velocity,0.23408290249784847,1,0.9999999999999791,1.0
TXN214929,U001307,2025-03-25 14:01:53,232.88,6,11,10,10.313487230971988,0.2833333333333333,2184.0325900881858,0,-0.2432168184213367,1,velocity,0.2344054157710257,1,0.9999999999999787,1.0
TXN167533,U002219,2025-02-19 00:00:31,567.83,7,7,7,3.228361051892126,0.0666666666666666,2905.524946702913,0,-0.9601078300947096,1,velocity,0.2157639590492907,1,0.9999999999999769,1.0
TXN199203,U004492,2025-03-13 22:03:00,943.76,1,2,2,1471.0703852200184,3.0,29421.407704400364,1,2.921685352098299,1,location_ip,0.2573227769954707,1,0.9999999999999745,1.0
TXN161051,U002154,2025-02-14 11:02:00,956.92,1,2,2,920.7423599427208,2.0,27622.27079828163,1,2.252210457925145,1,location_ip,0.24790018239439315,1,0.9999999999999731,1.0
TXN214926,U001307,2025-03-25 14:01:19,226.88,6,8,7,2.890415229065262,0.0666666666666666,2601.373706158736,0,-0.2527246066019822,1,velocity,0.22089132514068877,1,0.9999999999999722,1.0
TXN214289,U000649,2025-03-25 01:00:37,402.58,7,7,7,4.743153075698965,0.15,1897.2612302795856,0,-0.2664867695416235,1,velocity,0.21140632913939994,1,0.9999999999999716,1.0
TXN185971,U005985,2025-03-04 11:00:32,311.52,3,3,3,5.589302856674187,0.0166666666666666,20121.490284027077,0,-0.9529015556048862,1,velocity,0.19839470212565613,1,0.9999999999999596,1.0
TXN210921,U001111,2025-03-22 17:02:21,1025.32,7,13,13,1.491199623044661,0.1666666666666666,536.831864296078,0,-0.7052883534081159,1,velocity,0.23362581892017964,1,0.9999999999999509,1.0
TXN222707,U002438,2025-03-31 04:03:00,1180.6,1,2,2,1561.5360482517535,3.0,31230.72096503507,1,1.1830302315646144,1,location_ip,0.2547292119568195,1,0.99999999999994,1.0
TXN192650,U000074,2025-03-09 08:02:00,687.26,1,2,2,845.3183856559488,2.0,25359.551569678464,1,3.0784747024091894,1,location_ip,0.2496985514273493,1,0.9999999999999396,1.0
TXN116750,U001870,2025-01-13 08:01:45,261.4,4,9,9,3.611862493478416,0.0166666666666666,13002.704976522296,0,-0.3824480009021964,1,velocity,0.24469309068305656,1,0.9999999999999372,1.0
TXN113817,U003607,2025-01-11 00:01:31,321.05,6,9,9,1.1154426318042434,0.0166666666666666,4015.593474495277,0,-0.1008983589593458,1,velocity,0.24069449422475464,1,0.9999999999999187,1.0
TXN200694,U003213,2025-03-15 01:01:40,177.97,7,10,10,2.651021008442645,0.2166666666666666,734.1288946456555,0,-0.7713573485536022,1,velocity,0.221846160050722,1,0.9999999999999138,1.0
TXN206038,U005508,2025-03-19 04:01:14,322.13,7,9,9,2.369900867453571,0.2,710.9702602360712,0,-0.6212424499756484,1,velocity,0.22021126304158023,1,0.9999999999999118,1.0
TXN157853,U001338,2025-02-12 02:02:18,242.38,7,14,14,2.2199682743586373,0.1666666666666666,799.1885787691095,0,-1.557918407504245,1,velocity,0.23502382526692656,1,0.9999999999999092,1.0
TXN206041,U005508,2025-03-19 04:01:54,383.91,7,12,12,2.330490294025194,0.0,0.0,0,-0.311954426073702,1,velocity,0.20381887939696597,1,0.9999999999999036,1.0
TXN153049,U001528,2025-02-08 15:01:39,213.54,5,8,8,4.7656873857317406,0.0333333333333333,8578.237294317132,0,-0.2943592997769293,1,velocity,0.23372474215119377,1,0.9999999999999023,1.0
TXN168719,U002355,2025-02-19 20:04:00,875.75,1,2,2,2068.16216806746,4.0,31022.4325210119,1,2.828798142954711,1,location_ip,0.26313343188825855,1,0.9999999999998999,1.0
TXN119291,U004363,2025-01-14 23:00:59,167.92,7,7,7,1.1530827549142049,0.0666666666666666,1037.7744794227845,0,-0.701104337788157,1,velocity,0.21206714262894288,1,0.9999999999998896,1.0
TXN183289,U004968,2025-03-02 12:02:01,40.22,7,13,13,1.7928416440829815,0.5833333333333334,184.4065691056781,0,-1.0639058096798424,1,velocity,0.23085490758872051,1,0.999999999999887,1.0
TXN177448,U001479,2025-02-26 06:01:24,162.57,7,9,9,0.913192873742889,0.1666666666666666,328.7494345474401,0,-0.5946731559569115,1,velocity,0.22227290821748102,1,0.9999999999998805,1.0
TXN104060,U004661,2025-01-03 21:00:50,182.66,6,6,6,5.52995056716896,0.0666666666666666,4976.955510452064,0,-0.5158681965369736,1,velocity,0.2191416505202427,1,0.9999999999998768,1.0
TXN160974,U000498,2025-02-14 10:01:01,151.78,7,8,8,7.065956948860373,0.2333333333333333,1816.9603582783816,0,-1.6737385215485192,1,velocity,0.22128237258704753,1,0.9999999999998703,1.0
TXN190141,U001313,2025-03-07 11:01:35,58.59,7,8,8,5.54774656096419,0.1833333333333333,1815.626147224644,0,-1.883730819131888,1,velocity,0.22427982308223504,1,0.9999999999998406,1.0
TXN178763,U004571,2025-02-26 23:02:00,1313.04,1,2,2,879.498203429434,2.0,26384.946102883023,1,1.63685056301395,1,location_ip,0.24642721778799714,1,0.9999999999998364,1.0
TXN207755,U001757,2025-03-20 10:01:38,167.27,5,8,8,4.583536076197496,0.0333333333333333,8250.364937155493,0,-0.4629790630707798,1,velocity,0.23294544931340522,1,0.9999999999998317,1.0
TXN190142,U001313,2025-03-07 11:02:02,95.53,7,9,9,4.726090849516262,0.45,630.1454466021682,0,-1.1419015379412596,1,velocity,0.21613579703034613,1,0.9999999999998035,1.0
TXN134476,U003566,2025-01-26 00:04:00,1090.09,1,2,2,2080.015242141368,4.0,31200.22863212052,1,2.194896908844429,1,location_ip,0.25980704383449016,1,0.9999999999997942,1.0
TXN144121,U004566,2025-02-02 07:01:19,181.73,5,7,7,7.875038587976931,0.0666666666666666,7087.534729179238,0,0.3872779965092567,1,velocity,0.23312676632878715,1,0.9999999999997804,1.0
TXN122673,U005025,2025-01-17 13:01:54,528.5,7,9,9,4.435611136934934,0.0,0.0,0,-0.472358665741423,1,velocity,0.18897975484575147,1,0.9999999999997562,1.0
TXN175914,U002896,2025-02-25 00:01:50,246.02,6,12,12,4.565879779620485,0.0833333333333333,3287.4334413267497,0,-0.7981459983350849,1,velocity,0.2398136417103226,1,0.9999999999997491,1.0
TXN172195,U001674,2025-02-22 12:03:00,229.77,1,2,2,1317.7536030396725,3.0,26355.072060793445,1,2.7962997280294237,1,location_ip,0.2562329589953406,1,0.9999999999997073,1.0
TXN137178,U005272,2025-01-28 02:01:31,289.02,5,8,8,6.486771079187016,0.05,7784.125295024419,0,-0.6747044743701828,1,velocity,0.2343787244413953,1,0.999999999999658,1.0
TXN184896,U000197,2025-03-03 15:03:00,1149.29,1,2,2,1532.103434385161,3.0,30642.068687703224,1,0.0226589546297438,1,location_ip,0.25231950512333357,1,0.9999999999995934,1.0
TXN119740,U003943,2025-01-15 11:04:00,487.07,1,2,2,2061.8089223664315,4.0,30927.133835496472,1,1.6179365760060451,1,location_ip,0.259442487003971,1,0.9999999999994931,1.0
TXN104217,U000253,2025-01-04 01:01:12,437.61,6,7,7,4.329656856225512,0.1166666666666666,2226.680668915977,0,0.3581772801521915,1,velocity,0.21645697084014281,1,0.9999999999994484,1.0
TXN200738,U004980,2025-03-15 05:02:02,371.58,6,13,13,3.6449428883770536,0.1333333333333333,1640.2242997696742,0,-0.3784924039516252,1,velocity,0.2345760032596076,1,0.9999999999993061,1.0
TXN191464,U002841,2025-03-08 10:01:23,186.24,6,6,6,7.202531702545901,0.1333333333333333,3241.1392661456557,0,-0.6179796767747764,1,velocity,0.21421644692157504,1,0.9999999999991578,1.0
TXN148250,U004040,2025-02-05 05:01:40,167.8,6,9,9,3.975950568944413,0.1,2385.5703413666474,0,-0.5327995296155575,1,velocity,0.22699761697347376,1,0.9999999999991291,1.0
TXN189658,U003118,2025-03-06 22:03:00,2201.12,1,2,2,1181.8821002123354,3.0,23637.642004246707,1,3.561097016515363,1,location_ip,0.2527915815926344,1,0.9999999999991058,1.0
TXN100017,U003257,2025-01-01 01:03:00,562.35,1,2,2,1358.3607154263375,3.0,27167.21430852675,1,1.406204884947409,1,location_ip,0.2505992580275431,1,0.9999999999990168,1.0
TXN136361,U002735,2025-01-27 13:04:00,450.61,1,2,2,1882.1606827227668,4.0,28232.410240841506,1,2.374638156323521,1,location_ip,0.2607570108674281,1,0.999999999998854,1.0
TXN176439,U004416,2025-02-25 12:02:08,312.47,6,11,11,2.0291478321268888,0.5333333333333333,228.27913111427495,0,0.6861660535204003,1,velocity,0.22503483925106538,1,0.9999999999988134,1.0
TXN122083,U005635,2025-01-17 01:01:41,10.0,6,11,11,1.6083507591645063,0.05,1930.020910997408,0,-0.8436768888531577,1,velocity,0.2328473726799175,1,0.9999999999986928,1.0
TXN134569,U001573,2025-01-26 07:01:07,625.05,6,7,7,3.937220654882473,0.1333333333333333,1771.7492946971129,0,0.0279851625596823,1,velocity,0.2110204767800884,1,0.9999999999985862,1.0
TXN183050,U002034,2025-03-02 09:01:12,228.69,6,6,6,5.0804531189776245,0.1333333333333333,2286.203903539931,0,-0.2495933756832049,1,velocity,0.20751802056921986,1,0.9999999999984979,1.0
TXN214288,U000649,2025-03-25 01:00:28,549.37,6,6,6,2.9008633609522323,0.0833333333333333,2088.6216198856077,0,-0.2362608794772961,1,velocity,0.2066951851423391,1,0.999999999998201,1.0
TXN183945,U000798,2025-03-02 20:04:00,975.76,1,2,2,2147.334402763061,4.0,32210.01604144591,1,-0.1223882343951507,1,location_ip,0.2596712821605618,1,0.9999999999981208,1.0
TXN117917,U002632,2025-01-13 23:04:00,573.71,1,2,2,1851.6347035047809,4.0,27774.520552571717,1,2.159824358496524,1,location_ip,0.2596247448647171,1,0.9999999999979414,1.0
TXN154970,U005158,2025-02-09 21:01:09,520.6,6,6,6,3.730531154347633,0.1,2238.31869260858,0,-0.7727290866682822,1,velocity,0.20456475936038254,1,0.9999999999968645,1.0
TXN200693,U003213,2025-03-15 01:01:27,242.93,6,9,9,2.2440038772671063,0.2333333333333333,577.029568440113,0,-0.0620642188853965,1,velocity,0.2197199382295183,1,0.9999999999967941,1.0
TXN211567,U003061,2025-03-23 03:03:00,368.68,1,2,2,1176.7265103773063,3.0,23534.53020754613,1,2.6021523269320754,1,location_ip,0.2497249293453092,1,0.9999999999966729,1.0
TXN137179,U005272,2025-01-28 02:01:43,292.97,6,9,9,4.132685398771592,0.2,1239.8056196314776,0,-0.6214446141491934,1,velocity,0.2192910337293964,1,0.9999999999966058,1.0
TXN202750,U003886,2025-03-16 15:02:23,250.57,5,9,9,3.559769443930183,0.05,4271.723332716219,0,0.0407605084913427,1,velocity,0.23659745088250916,1,0.9999999999963778,1.0
TXN116756,U003519,2025-01-13 08:04:00,835.44,1,2,2,1882.1606827227668,4.0,28232.410240841506,1,1.4207121164960457,1,location_ip,0.25672460366586725,1,0.9999999999960139,1.0
TXN157845,U001338,2025-02-12 02:01:14,467.78,6,7,7,1.015498747473655,0.2833333333333333,215.04679358265636,0,0.4864718574675684,1,velocity,0.2043275188095801,1,0.9999999999959381,1.0
TXN122750,U000490,2025-01-17 14:01:06,135.81,5,5,5,5.127053274123726,0.05,6152.46392894847,0,-0.7653646675680669,1,velocity,0.2122669519450976,1,0.9999999999956328,1.0
TXN183284,U004968,2025-03-02 12:01:20,148.11,6,8,8,4.7778070919256335,0.0,0.0,0,0.8165046343615188,1,velocity,0.17437375077893302,1,0.9999999999953759,1.0
TXN168310,U004962,2025-02-19 16:02:26,284.37,6,11,11,1.0537949156120208,0.15,421.5179662448083,0,-0.6795121753581589,1,velocity,0.22628195050084166,1,0.9999999999947908,1.0
TXN156348,U004226,2025-02-10 21:01:27,804.4,6,7,7,2.1089764348026576,0.0833333333333333,1518.4630330579137,0,-0.8330664850644892,1,velocity,0.20873920001386426,1,0.9999999999945768,1.0
TXN216242,U001739,2025-03-26 14:01:22,258.24,6,7,7,1.127828014732137,0.0666666666666666,1015.045213258923,0,-0.5578880759898436,1,velocity,0.2101242964414689,1,0.9999999999938369,1.0
TXN201035,U004792,2025-03-15 10:02:23,360.16,6,7,7,6.210316154330589,0.25,1490.4758770393414,0,-0.9199305003707428,1,velocity,0.20746004353632208,1,0.9999999999935365,1.0
TXN175908,U002896,2025-02-25 00:00:35,275.13,6,6,6,4.680019185563959,0.1833333333333333,1531.6426425482048,0,-0.7913938221951436,1,velocity,0.19898763101315708,1,0.9999999999929416,1.0
TXN150077,U002499,2025-02-06 12:04:00,899.05,1,2,2,1618.8555906737165,4.0,24282.833860105744,1,2.828525485862368,1,location_ip,0.25875162789447637,1,0.9999999999909213,1.0
TXN147386,U001350,2025-02-04 13:03:00,373.16,1,2,2,1082.0685645845683,3.0,21641.371291691365,1,2.758500656981716,1,location_ip,0.24918497486737146,1,0.9999999999887779,1.0
