transaction_id,user_id,timestamp,amount,location_city,lat,lon,ip_address,device_id,bank,merchant_category,is_fraud,fraud_type
TXN100014,U003257,2025-01-01 01:00:00,323.71,Kolkata,22.5726,88.3639,49.213.96.220,DEV003257,Kotak,travel,0,none
TXN100015,U005144,2025-01-01 01:00:45,275.81,Kolkata,22.528117523008593,88.33525871700724,49.20.228.185,DEV005144,Paytm_Bank,peer_transfer,0,none
TXN100016,U001798,2025-01-01 01:02:10,801.16,Delhi,28.614228436536926,76.99671196314493,49.224.248.46,DEV001798,Kotak,fuel,0,none
TXN100017,U003257,2025-01-01 01:03:00,562.35,Chennai,13.0827,80.2707,224.152.92.209,DEV916616,Kotak,peer_transfer,1,location_ip
TXN100018,U002236,2025-01-01 01:10:08,84.97,Guwahati,26.07111722084469,91.78340094238831,49.177.216.101,DEV002236,PNB,entertainment,0,none
TXN100019,U005350,2025-01-01 01:21:50,694.35,Delhi,28.74973351849718,77.11170096648095,49.241.147.229,DEV005350,Kotak,ecommerce,0,none
TXN100020,U000136,2025-01-01 01:30:24,1635.99,Guwahati,26.145161772508363,91.6525505513235,49.100.11.12,DEV000136,Axis,ecommerce,0,none
TXN100021,U005144,2025-01-01 01:55:11,110.36,Kolkata,22.61428452046282,88.3803411942136,49.20.228.86,DEV005144,Paytm_Bank,entertainment,0,none
TXN100022,U004232,2025-01-01 01:57:35,257.89,Lucknow,26.87123995731463,80.9557707673685,49.177.61.184,DEV004232,HDFC,ecommerce,0,none
TXN100023,U000111,2025-01-01 01:59:03,90.83,Pune,18.496077242789443,73.88940215779573,49.249.18.217,DEV000111,Kotak,ecommerce,0,none
TXN100024,U000636,2025-01-01 02:21:58,1170.93,Ahmedabad,22.961278659129984,72.47635798248724,49.173.172.3,DEV000636,Kotak,utility_bill,0,none
TXN100025,U003492,2025-01-01 02:29:33,565.04,Kolkata,22.533171327048585,88.35250825621995,49.183.9.193,DEV003492,Kotak,peer_transfer,0,none
TXN100026,U002188,2025-01-01 02:32:00,31509.77,Chennai,13.0827,80.2707,49.80.55.6,DEV002188,BOB,travel,1,amount_spike
TXN100027,U002577,2025-01-01 02:34:00,7879.45,Kolkata,22.5726,88.3639,49.194.218.113,DEV002577,Kotak,travel,1,amount_spike
TXN100028,U003641,2025-01-01 03:12:19,4370.61,Silchar,24.880547039281367,92.85507779488843,49.29.164.124,DEV003641,HDFC,food_delivery,0,none
TXN100029,U001281,2025-01-01 03:35:19,231.28,Hyderabad,17.430827672315473,78.45049260905643,49.116.124.105,DEV001281,Paytm_Bank,entertainment,0,none
TXN100030,U001142,2025-01-01 03:38:18,68.16,Chennai,13.000003833171098,80.21745044978263,49.235.93.72,DEV001142,PNB,peer_transfer,0,none
TXN100031,U005961,2025-01-01 03:44:39,170.71,Pune,18.548342269860107,73.83815151091548,49.113.231.188,DEV005961,HDFC,travel,0,none
TXN100032,U003431,2025-01-01 04:00:00,356.56,Bengaluru,12.9716,77.5946,49.254.9.254,DEV003431,BOB,fuel,0,none
TXN100033,U003431,2025-01-01 04:07:00,1147.17,Kolkata,22.5726,88.3639,13.76.94.41,DEV906195,BOB,peer_transfer,1,location_ip
TXN100034,U001071,2025-01-01 04:15:46,1464.93,Kolkata,22.507810712836264,88.37155697144152,49.158.6.198,DEV001071,BOB,grocery,0,none
TXN100035,U004512,2025-01-01 04:19:01,10.0,Lucknow,26.782584241527953,80.93516465228677,49.213.245.51,DEV004512,ICICI,entertainment,0,none
TXN100036,U005321,2025-01-01 04:25:44,111.34,Chennai,12.966051574705059,80.27657479121562,49.186.139.94,DEV005321,HDFC,food_delivery,0,none
TXN100037,U002727,2025-01-01 04:26:21,350.09,Kolkata,22.64131893189102,88.27387450681533,49.254.139.134,DEV002727,Kotak,utility_bill,0,none
TXN100038,U003417,2025-01-01 04:27:49,1275.01,Hyderabad,17.402784569820263,78.52357178828359,49.167.27.80,DEV003417,Axis,healthcare,0,none
TXN100039,U001399,2025-01-01 04:42:02,128.21,Delhi,28.701276294699113,77.07301792307693,49.19.131.128,DEV001399,ICICI,food_delivery,0,none
TXN100040,U003115,2025-01-01 04:45:12,242.01,Chennai,13.120413357925788,80.2688416740144,49.193.103.134,DEV003115,SBI,food_delivery,0,none
TXN100041,U000940,2025-01-01 05:00:00,193.75,Ahmedabad,23.0225,72.5714,49.178.3.200,DEV000940,SBI,peer_transfer,0,none
TXN100042,U000940,2025-01-01 05:04:00,624.31,Chennai,13.0827,80.2707,63.193.141.215,DEV965475,SBI,peer_transfer,1,location_ip
TXN100043,U003300,2025-01-01 05:05:19,132.41,Bengaluru,12.936914142071972,77.47761025805822,49.246.148.93,DEV003300,BOB,travel,0,none
TXN100044,U001959,2025-01-01 05:09:25,214.94,Kolkata,22.636245591958467,88.29027671784,49.149.219.37,DEV001959,ICICI,ecommerce,0,none
TXN100045,U005632,2025-01-01 05:12:11,2275.67,Guwahati,26.158295778694775,91.69369806126618,49.108.217.3,DEV005632,Kotak,ecommerce,0,none
TXN100046,U003999,2025-01-01 05:24:50,204.44,Mumbai,19.07892497037487,72.8837428037142,49.254.144.11,DEV003999,ICICI,healthcare,0,none
TXN100047,U005405,2025-01-01 05:27:37,225.3,Kolkata,22.501669101714285,88.35549367883394,49.250.118.30,DEV005405,ICICI,fuel,0,none
TXN100048,U004497,2025-01-01 05:28:17,130.16,Hyderabad,17.430285981593077,78.46155488940202,49.94.205.241,DEV004497,ICICI,grocery,0,none
TXN100049,U002146,2025-01-01 05:33:51,2636.62,Delhi,28.75530035606425,77.09370413058157,49.63.77.127,DEV002146,ICICI,utility_bill,0,none
TXN100050,U001628,2025-01-01 05:34:50,38.93,Pune,18.53973904005025,73.90974450735233,49.240.183.253,DEV001628,Kotak,ecommerce,0,none
TXN100051,U003641,2025-01-01 05:35:12,4218.79,Silchar,24.859210261075226,92.72416893172489,49.29.164.171,DEV003641,HDFC,rent,0,none
TXN100052,U001126,2025-01-01 05:39:16,555.11,Mumbai,18.98021013513323,72.80465280610487,49.170.234.242,DEV001126,SBI,rent,0,none
TXN100053,U000429,2025-01-01 05:44:00,220.71,Ahmedabad,23.028432545235045,72.5732571366221,49.126.208.200,DEV000429,BOB,travel,0,none
TXN100054,U005778,2025-01-01 05:45:37,84.52,Kolkata,22.549839441120294,88.34432804108347,49.132.137.74,DEV005778,Paytm_Bank,utility_bill,0,none
TXN100055,U005313,2025-01-01 05:46:56,137.42,Kolkata,22.60093516670962,88.27776616221708,49.223.237.52,DEV005313,Kotak,entertainment,0,none
TXN100056,U002744,2025-01-01 05:53:17,1250.32,Silchar,24.845768824951872,92.8248141414845,49.188.167.17,DEV002744,Paytm_Bank,rent,0,none
TXN100057,U005136,2025-01-01 06:00:59,246.88,Silchar,24.855342300632305,92.69799826232602,49.199.13.238,DEV005136,Paytm_Bank,utility_bill,0,none
TXN100058,U004539,2025-01-01 06:01:00,830.85,Silchar,24.86610894999609,92.76199486797782,49.7.26.40,DEV004539,ICICI,healthcare,0,none
TXN100059,U004464,2025-01-01 06:01:45,522.1,Hyderabad,17.334129601536528,78.57102790311427,49.7.179.234,DEV004464,BOB,grocery,0,none
TXN100060,U005649,2025-01-01 06:01:58,214.09,Guwahati,26.208525513485366,91.71612624528488,49.54.200.184,DEV005649,ICICI,travel,0,none
TXN100061,U004608,2025-01-01 06:02:20,2177.57,Delhi,28.666193131571877,77.15025119159002,49.154.225.82,DEV004608,ICICI,travel,0,none
TXN100062,U002906,2025-01-01 06:03:28,501.54,Delhi,28.714371054024184,77.1038016094063,49.133.199.175,DEV002906,PNB,food_delivery,0,none
TXN100063,U005771,2025-01-01 06:04:16,972.21,Lucknow,26.874896214459373,80.93103057816668,49.228.225.24,DEV005771,Axis,food_delivery,0,none
TXN100064,U003457,2025-01-01 06:08:09,1904.09,Pune,18.451737340105495,73.83375633085448,49.83.151.104,DEV003457,BOB,rent,0,none
TXN100065,U002644,2025-01-01 06:08:46,193.91,Guwahati,26.12167823749168,91.69870597826872,49.69.184.252,DEV002644,Axis,food_delivery,0,none
TXN100066,U003036,2025-01-01 06:08:57,801.57,Chennai,13.085474336584014,80.28947620272847,49.223.178.193,DEV003036,Paytm_Bank,grocery,0,none
TXN100067,U000241,2025-01-01 06:12:53,313.4,Silchar,24.85112301139167,92.79918453043922,49.53.97.106,DEV000241,SBI,ecommerce,0,none
TXN100068,U005468,2025-01-01 06:13:21,528.78,Chennai,13.112218877798723,80.33406705900904,49.16.200.70,DEV005468,PNB,entertainment,0,none
TXN100069,U004946,2025-01-01 06:14:27,939.44,Mumbai,19.10890009053932,72.74518159864041,49.222.44.125,DEV004946,SBI,rent,0,none
TXN100070,U005227,2025-01-01 06:18:22,387.17,Jaipur,26.911329768092315,75.77906519054294,49.58.102.126,DEV005227,SBI,rent,0,none
TXN100071,U005204,2025-01-01 06:19:29,659.51,Chennai,13.052479102298493,80.20504659865242,49.23.135.67,DEV005204,Paytm_Bank,rent,0,none
TXN100072,U000877,2025-01-01 06:20:02,2233.54,Hyderabad,17.42927249750743,78.47647866998776,49.203.207.14,DEV000877,HDFC,ecommerce,0,none
TXN100073,U003195,2025-01-01 06:22:24,987.15,Ahmedabad,23.098290063844377,72.62185779848399,49.225.109.245,DEV003195,HDFC,ecommerce,0,none
TXN100074,U003249,2025-01-01 06:26:21,514.88,Lucknow,26.92120499020186,80.96496726572006,49.159.114.157,DEV003249,ICICI,utility_bill,0,none
TXN100075,U003897,2025-01-01 06:27:55,1380.0,Silchar,24.836946689951866,92.75202741675962,49.26.146.78,DEV003897,ICICI,travel,0,none
TXN100076,U000002,2025-01-01 06:30:56,20.68,Bengaluru,12.994497864548077,77.69647575884969,49.24.183.135,DEV000002,BOB,utility_bill,0,none
TXN100077,U000997,2025-01-01 06:32:33,94.83,Silchar,24.907136572428037,92.81705557552009,49.23.249.175,DEV000997,HDFC,ecommerce,0,none
TXN100078,U005936,2025-01-01 06:37:12,636.64,Kolkata,22.582932450573193,88.41470521559161,49.31.33.151,DEV005936,HDFC,entertainment,0,none
TXN100079,U003185,2025-01-01 06:37:50,1350.28,Silchar,24.80206133332494,92.78991345617139,49.213.92.234,DEV003185,PNB,utility_bill,0,none
TXN100080,U002490,2025-01-01 06:38:49,104.3,Guwahati,26.098056055423022,91.70035371522212,49.29.239.149,DEV002490,Kotak,ecommerce,0,none
TXN100081,U002718,2025-01-01 06:38:57,984.41,Silchar,24.79197640294042,92.87490064518947,49.239.1.208,DEV002718,Paytm_Bank,ecommerce,0,none
TXN100082,U003254,2025-01-01 06:39:02,142.39,Mumbai,19.013271909651273,72.88656718585203,49.183.107.120,DEV003254,BOB,fuel,0,none
TXN100083,U002491,2025-01-01 06:39:38,840.26,Jaipur,27.041585656536576,75.73831414096577,49.133.53.54,DEV002491,Axis,travel,0,none
TXN100084,U005469,2025-01-01 06:42:56,2670.96,Jaipur,26.97093084148503,75.76827395511393,49.47.45.224,DEV005469,BOB,ecommerce,0,none
TXN100085,U002721,2025-01-01 06:56:54,741.38,Hyderabad,17.326821547721313,78.37151590781279,49.176.132.64,DEV002721,Kotak,entertainment,0,none
TXN100086,U001731,2025-01-01 06:58:15,314.74,Lucknow,26.798132326214912,80.96216827694423,49.7.193.159,DEV001731,BOB,food_delivery,0,none
TXN100087,U005756,2025-01-01 07:01:26,406.43,Chennai,13.136677394010173,80.27654522734399,49.236.34.2,DEV005756,HDFC,fuel,0,none
TXN100088,U000750,2025-01-01 07:03:33,635.32,Delhi,28.80783572320523,77.11167094262281,49.145.99.13,DEV000750,ICICI,grocery,0,none
TXN100089,U001861,2025-01-01 07:04:00,331.3,Pune,18.534944664980223,73.76491553706454,49.187.250.159,DEV001861,Kotak,utility_bill,0,none
TXN100090,U000043,2025-01-01 07:04:13,404.58,Ahmedabad,23.020712444063808,72.5593331488011,49.74.252.163,DEV000043,Paytm_Bank,ecommerce,0,none
TXN100091,U001736,2025-01-01 07:05:20,1437.81,Delhi,28.698859314391658,77.09705524591067,49.213.226.13,DEV001736,BOB,entertainment,0,none
TXN100092,U005958,2025-01-01 07:06:43,1136.38,Bengaluru,13.038701150287663,77.62160793162961,49.58.99.137,DEV005958,PNB,fuel,0,none
TXN100093,U004961,2025-01-01 07:06:53,176.95,Silchar,24.84411297134069,92.73398307273906,49.132.145.51,DEV004961,PNB,travel,0,none
TXN100094,U000669,2025-01-01 07:06:57,906.03,Bengaluru,12.935739610038036,77.70636242902282,49.43.240.130,DEV000669,Axis,rent,0,none
TXN100095,U005652,2025-01-01 07:09:31,959.57,Delhi,28.789731851612018,77.07380209437223,49.230.108.142,DEV005652,ICICI,utility_bill,0,none
TXN100096,U003245,2025-01-01 07:10:25,192.75,Jaipur,26.89428478614671,75.7674784521681,49.211.3.27,DEV003245,PNB,fuel,0,none
TXN100097,U001494,2025-01-01 07:11:46,1094.25,Pune,18.570728484857003,73.82998727522305,49.31.114.55,DEV001494,BOB,fuel,0,none
TXN100098,U000963,2025-01-01 07:11:50,745.36,Pune,18.503290975784008,73.9069999599349,49.233.73.168,DEV000963,Paytm_Bank,travel,0,none
TXN100099,U005880,2025-01-01 07:13:43,697.33,Mumbai,19.11039257753089,72.78858100687441,49.134.180.35,DEV005880,HDFC,entertainment,0,none
TXN100100,U001365,2025-01-01 07:14:35,1796.06,Chennai,13.057748959169466,80.28377512360409,49.64.58.150,DEV001365,SBI,peer_transfer,0,none
TXN100101,U002253,2025-01-01 07:16:18,772.41,Chennai,13.016779643391166,80.25398639360951,49.208.237.149,DEV002253,ICICI,grocery,0,none
TXN100102,U004806,2025-01-01 07:18:15,233.71,Jaipur,26.988016283555737,75.88084830923044,49.11.171.164,DEV004806,BOB,rent,0,none
TXN100103,U000432,2025-01-01 07:18:34,215.72,Jaipur,26.859199795345525,75.73391980722366,49.225.105.182,DEV000432,BOB,fuel,0,none
TXN100104,U005446,2025-01-01 07:19:08,517.65,Chennai,13.113090023183585,80.26957031971816,49.63.147.236,DEV005446,SBI,rent,0,none
TXN100105,U001258,2025-01-01 07:19:14,2235.22,Hyderabad,17.442063961902036,78.45624982868057,49.131.99.180,DEV001258,ICICI,healthcare,0,none
TXN100106,U004922,2025-01-01 07:20:08,177.03,Kolkata,22.47042642329658,88.40977406708964,49.211.40.99,DEV004922,Paytm_Bank,rent,0,none
TXN100107,U000282,2025-01-01 07:20:55,1161.94,Delhi,28.700264865768823,77.08203996300757,49.249.46.22,DEV000282,Axis,grocery,0,none
TXN100108,U001515,2025-01-01 07:21:14,404.91,Pune,18.528829832964263,73.83031044234656,49.141.69.4,DEV001515,BOB,food_delivery,0,none
TXN100109,U003031,2025-01-01 07:21:48,367.7,Mumbai,19.012234554870368,72.8804082450172,49.84.116.78,DEV003031,SBI,travel,0,none
TXN100110,U003002,2025-01-01 07:22:22,384.8,Lucknow,26.9305557377031,80.920049600801,49.61.90.183,DEV003002,Axis,entertainment,0,none
TXN100111,U004709,2025-01-01 07:23:10,1349.64,Lucknow,26.79350097193304,80.88374298008898,49.135.186.146,DEV004709,HDFC,travel,0,none
TXN100112,U004833,2025-01-01 07:23:34,338.58,Jaipur,26.945002440433225,75.88038467224895,49.246.41.150,DEV004833,PNB,rent,0,none
TXN100113,U002373,2025-01-01 07:25:28,323.67,Bengaluru,12.962020767209532,77.61104925067697,49.133.55.206,DEV002373,HDFC,peer_transfer,0,none
TXN100114,U002574,2025-01-01 07:25:30,131.58,Pune,18.506891695146916,73.87244880623206,49.29.227.194,DEV002574,BOB,utility_bill,0,none
TXN100115,U000859,2025-01-01 07:26:22,518.65,Chennai,13.097781342144495,80.2969668228524,49.74.18.202,DEV000859,Kotak,travel,0,none
TXN100116,U003653,2025-01-01 07:26:54,119.5,Ahmedabad,23.015360537451425,72.53343778050363,49.135.195.33,DEV003653,ICICI,utility_bill,0,none
TXN100117,U004722,2025-01-01 07:28:37,165.7,Bengaluru,12.943402255056087,77.62806447517411,49.218.152.70,DEV004722,Kotak,utility_bill,0,none
TXN100118,U005613,2025-01-01 07:29:34,1090.71,Silchar,24.80343061481764,92.73968788273136,49.143.185.68,DEV005613,Kotak,ecommerce,0,none
TXN100119,U004417,2025-01-01 07:29:38,140.4,Bengaluru,13.013298922738285,77.6583146064662,49.239.32.248,DEV004417,BOB,travel,0,none
TXN100120,U005393,2025-01-01 07:30:24,339.19,Kolkata,22.61414827047718,88.32422874577824,49.228.167.204,DEV005393,Paytm_Bank,entertainment,0,none
TXN100121,U002621,2025-01-01 07:33:47,569.79,Jaipur,27.04723430972149,75.78904607979898,49.49.214.169,DEV002621,HDFC,travel,0,none
TXN100122,U004875,2025-01-01 07:34:20,1054.24,Hyderabad,17.313856869580725,78.456336342239,49.208.52.248,DEV004875,ICICI,healthcare,0,none
TXN100123,U002240,2025-01-01 07:35:01,360.64,Lucknow,26.87209918073576,81.04839822561499,49.184.8.205,DEV002240,BOB,food_delivery,0,none
TXN100124,U004993,2025-01-01 07:36:55,273.45,Guwahati,26.165791180345927,91.7239660609233,49.3.149.189,DEV004993,ICICI,grocery,0,none
TXN100125,U004588,2025-01-01 07:39:58,648.72,Silchar,24.79572016352993,92.74337684914181,49.203.164.61,DEV004588,HDFC,ecommerce,0,none
TXN100126,U000471,2025-01-01 07:41:07,538.19,Silchar,24.882523806381165,92.73557338225065,49.81.227.126,DEV000471,ICICI,utility_bill,0,none
TXN100127,U001193,2025-01-01 07:41:44,297.27,Silchar,24.812595191831992,92.79067568754088,49.186.117.31,DEV001193,Axis,utility_bill,0,none
TXN100128,U000896,2025-01-01 07:44:13,1312.2,Mumbai,19.09049180806794,72.90151402013882,49.227.112.51,DEV000896,ICICI,fuel,0,none
TXN100129,U005976,2025-01-01 07:44:29,542.92,Hyderabad,17.352506238571912,78.47304816470097,49.234.136.204,DEV005976,ICICI,grocery,0,none
TXN100130,U002603,2025-01-01 07:44:40,528.22,Jaipur,26.833349824299578,75.63363415617881,49.115.207.66,DEV002603,Paytm_Bank,peer_transfer,0,none
TXN100131,U000343,2025-01-01 07:45:06,497.73,Chennai,13.09582376496169,80.37758074934699,49.109.52.153,DEV000343,Kotak,utility_bill,0,none
TXN100132,U002343,2025-01-01 07:46:59,250.72,Hyderabad,17.369825007779713,78.46319310599252,49.132.46.185,DEV002343,Paytm_Bank,travel,0,none
TXN100133,U004459,2025-01-01 07:47:12,290.64,Guwahati,26.109596642313985,91.77819419586733,49.233.118.175,DEV004459,SBI,ecommerce,0,none
TXN100134,U000597,2025-01-01 07:48:23,179.81,Kolkata,22.499618644246233,88.33905963791021,49.227.134.118,DEV000597,Kotak,ecommerce,0,none
TXN100135,U000136,2025-01-01 07:48:37,1692.94,Guwahati,26.174417160450187,91.78211944811322,49.100.11.146,DEV000136,Axis,healthcare,0,none
TXN100136,U004067,2025-01-01 07:49:09,308.02,Silchar,24.780217874117138,92.67169701912738,49.215.230.184,DEV004067,Paytm_Bank,entertainment,0,none
TXN100137,U002173,2025-01-01 07:49:09,438.4,Guwahati,26.15577541545105,91.68555857265514,49.61.41.77,DEV002173,Axis,ecommerce,0,none
TXN100138,U005304,2025-01-01 07:49:18,221.04,Chennai,13.103170791940922,80.23554182954267,49.184.91.199,DEV005304,BOB,travel,0,none
TXN100139,U002981,2025-01-01 07:49:29,316.52,Chennai,13.07861126883753,80.34912426882936,49.231.170.57,DEV002981,Paytm_Bank,food_delivery,0,none
TXN100140,U004243,2025-01-01 07:49:34,838.32,Lucknow,26.875633217654823,80.90584260177681,49.80.151.21,DEV004243,Paytm_Bank,food_delivery,0,none
TXN100141,U003023,2025-01-01 07:52:44,276.02,Silchar,24.868294779485147,92.75231736901098,49.85.198.190,DEV003023,ICICI,fuel,0,none
TXN100142,U003737,2025-01-01 07:54:33,43.42,Jaipur,26.88937882752858,75.82469073221556,49.221.253.91,DEV003737,Paytm_Bank,food_delivery,0,none
TXN100143,U005168,2025-01-01 07:54:58,174.58,Silchar,24.72829735221311,92.76286865313632,49.231.20.46,DEV005168,Kotak,grocery,0,none
TXN100144,U002381,2025-01-01 07:56:08,570.91,Lucknow,26.900848031291705,80.9760939770929,49.184.75.216,DEV002381,PNB,rent,0,none
TXN100145,U002121,2025-01-01 07:56:14,419.57,Guwahati,26.162499450040087,91.6421487143011,49.190.188.229,DEV002121,PNB,healthcare,0,none
TXN100146,U004800,2025-01-01 07:57:01,269.1,Hyderabad,17.30942527877377,78.4207984429412,49.104.104.112,DEV004800,BOB,rent,0,none
TXN100147,U001436,2025-01-01 07:57:14,140.33,Bengaluru,12.998846476092012,77.5873971967924,49.119.23.212,DEV001436,PNB,food_delivery,0,none
TXN100148,U000186,2025-01-01 07:57:34,249.79,Kolkata,22.584912012993847,88.37136896015213,49.214.152.103,DEV000186,HDFC,rent,0,none
TXN100149,U004112,2025-01-01 07:58:40,625.06,Ahmedabad,23.002085008723576,72.60523722044216,49.184.21.104,DEV004112,Paytm_Bank,utility_bill,0,none
TXN100150,U003111,2025-01-01 08:00:02,199.92,Jaipur,26.885032390934377,75.85833610632686,49.42.56.177,DEV003111,Axis,food_delivery,0,none
TXN100151,U001398,2025-01-01 08:00:22,859.72,Ahmedabad,22.97750753348629,72.63331260118143,49.78.248.4,DEV001398,Axis,ecommerce,0,none
TXN100152,U005528,2025-01-01 08:00:48,408.94,Guwahati,26.133207925367145,91.7310899742664,49.193.3.108,DEV005528,Paytm_Bank,utility_bill,0,none
TXN100153,U004266,2025-01-01 08:01:12,317.28,Chennai,13.082693683441438,80.2981048365091,49.164.224.136,DEV004266,ICICI,entertainment,0,none
TXN100154,U004664,2025-01-01 08:01:12,1034.52,Mumbai,19.052588358510572,72.81452609528975,49.250.147.197,DEV004664,Paytm_Bank,peer_transfer,0,none
TXN100155,U004218,2025-01-01 08:01:38,154.57,Guwahati,26.12653805421784,91.71714205215805,49.6.154.9,DEV004218,HDFC,food_delivery,0,none
TXN100156,U002235,2025-01-01 08:01:58,942.09,Ahmedabad,22.985845069615802,72.59214311787984,49.3.222.2,DEV002235,Kotak,fuel,0,none
TXN100157,U000149,2025-01-01 08:02:28,1178.72,Jaipur,26.91338546536066,75.6869578886887,49.250.251.54,DEV000149,BOB,ecommerce,0,none
TXN100158,U001094,2025-01-01 08:03:32,556.97,Chennai,13.095921255069719,80.18986297090498,49.223.165.104,DEV001094,SBI,rent,0,none
TXN100159,U003807,2025-01-01 08:04:00,11153.71,Mumbai,19.076,72.8777,49.249.252.215,DEV003807,Kotak,peer_transfer,1,amount_spike
TXN100160,U004332,2025-01-01 08:04:16,174.51,Pune,18.53454339314549,73.7605303624422,49.69.128.165,DEV004332,Kotak,ecommerce,0,none
TXN100161,U005131,2025-01-01 08:04:46,769.08,Silchar,24.812414125411244,92.69527827133214,49.62.249.89,DEV005131,Paytm_Bank,healthcare,0,none
TXN100162,U004990,2025-01-01 08:04:49,140.35,Guwahati,26.148484494398314,91.68253790001116,49.74.68.251,DEV004990,SBI,food_delivery,0,none
TXN100163,U004155,2025-01-01 08:05:07,305.88,Ahmedabad,23.082588258264522,72.54414182371153,49.156.240.26,DEV004155,SBI,grocery,0,none
TXN100164,U001852,2025-01-01 08:05:42,172.93,Pune,18.50578790137996,73.80622923673918,49.243.3.187,DEV001852,HDFC,healthcare,0,none
TXN100165,U001153,2025-01-01 08:05:59,975.07,Pune,18.49605703984482,73.92230493592733,49.253.191.185,DEV001153,ICICI,food_delivery,0,none
TXN100166,U005796,2025-01-01 08:06:46,978.32,Kolkata,22.616485510453067,88.3642409049136,49.196.137.5,DEV005796,SBI,rent,0,none
TXN100167,U004926,2025-01-01 08:07:07,167.85,Lucknow,26.903517680344844,80.96233656996652,49.254.34.250,DEV004926,Paytm_Bank,ecommerce,0,none
TXN100168,U004043,2025-01-01 08:07:11,740.62,Pune,18.479930358653753,73.83706182437656,49.110.209.218,DEV004043,Paytm_Bank,rent,0,none
TXN100169,U003315,2025-01-01 08:09:14,269.45,Silchar,24.728028861514005,92.77326888055848,49.184.188.94,DEV003315,PNB,peer_transfer,0,none
TXN100170,U005795,2025-01-01 08:09:30,1118.86,Chennai,12.991850249620816,80.37238620344074,49.71.29.187,DEV005795,SBI,entertainment,0,none
TXN100171,U005495,2025-01-01 08:11:56,265.85,Kolkata,22.549083845510967,88.36199755786352,49.232.11.142,DEV005495,HDFC,food_delivery,0,none
TXN100172,U002481,2025-01-01 08:12:02,20.16,Jaipur,26.911359779913766,75.78852431206128,49.42.9.209,DEV002481,PNB,entertainment,0,none
TXN100173,U001971,2025-01-01 08:12:09,273.82,Jaipur,26.928170124075496,75.74184267550754,49.237.114.104,DEV001971,Paytm_Bank,travel,0,none
TXN100174,U004085,2025-01-01 08:12:37,300.58,Delhi,28.709681590559025,77.12157132929057,49.16.51.79,DEV004085,PNB,ecommerce,0,none
TXN100175,U002058,2025-01-01 08:13:38,187.82,Kolkata,22.62383954456918,88.41856384691248,49.175.12.20,DEV002058,ICICI,ecommerce,0,none
TXN100176,U005148,2025-01-01 08:13:38,1926.54,Guwahati,26.135675765807374,91.736263471374,49.73.170.74,DEV005148,ICICI,food_delivery,0,none
TXN100177,U002276,2025-01-01 08:13:48,1161.92,Guwahati,26.17951862442043,91.7254624443171,49.42.96.28,DEV002276,PNB,peer_transfer,0,none
TXN100178,U002804,2025-01-01 08:14:48,175.78,Jaipur,26.867518294073598,75.8027307597331,49.223.60.41,DEV002804,Kotak,fuel,0,none
TXN100179,U004693,2025-01-01 08:15:39,183.47,Mumbai,19.01882794975627,72.88442095977928,49.102.214.94,DEV004693,HDFC,ecommerce,0,none
