transaction_id,user_id,timestamp,amount,txns_last_1min,txns_last_5min,distinct_ips_last_1hr,km_from_prev,minutes_since_prev,implied_speed_kmh,is_new_device,amount_zscore,is_fraud,fraud_type
TXN143852,U000002,2025-02-01 20:44:24,131.81,1,1,1,10.278170329788043,3507.35,0.1758279669229711,False,0.2292124667430524,0,none
TXN149065,U000002,2025-02-05 17:03:00,6900.8,1,1,1,3.1993882620091005,5538.6,0.03465917302577294,False,2.6448827548693856,1,amount_spike
TXN155118,U000002,2025-02-10 00:35:42,103.9,1,1,1,5.876409620416257,6212.7,0.0567522296626226,False,-0.40971164506921476,0,none
TXN163975,U000002,2025-02-16 12:33:43,80.73,1,1,1,11.976176092803682,9358.016666666666,0.07678663024054823,False,-0.3902290153977956,0,none
TXN166556,U000002,2025-02-18 11:26:45,257.66,1,1,1,9.707827932281788,2813.0333333333333,0.2070610643090758,False,-0.2838639597005261,0,none
TXN166908,U000002,2025-02-18 16:11:59,259.18,1,1,1,13.096537309408626,285.23333333333335,2.7549102672590307,False,-0.26767330802338757,0,none
TXN169350,U000002,2025-02-20 10:48:05,216.97,1,1,1,12.66921364744363,2556.1,0.29738774650702937,False,-0.2760404489509745,0,none
TXN183744,U000002,2025-03-02 18:19:07,17.18,1,1,1,3.3483895712486342,14851.033333333333,0.013527905416789273,False,-0.3692959421990032,0,none
TXN185967,U000002,2025-03-04 10:53:00,133.39,1,1,1,12.944507098381306,2433.883333333333,0.3191075000456931,False,-0.2895232489109887,0,none
TXN191441,U000002,2025-03-08 09:48:44,85.68,1,1,1,16.16392561504847,5695.733333333334,0.17027404201441573,False,-0.3053988874256302,0,none
TXN192984,U000002,2025-03-09 12:29:37,161.09,1,1,1,7.526873037781156,1600.8833333333334,0.2821019951069947,False,-0.24992864620578742,0,none
TXN218018,U000002,2025-03-27 18:30:47,63.56,1,1,1,6.9218286400754545,26281.166666666668,0.015802560201076586,False,-0.3006813421455848,0,none
TXN101273,U000003,2025-01-01 20:35:02,228.31,1,1,1,0.0,9999.0,0.0,False,0.0,0,none
TXN103072,U000003,2025-01-03 08:55:40,202.48,1,1,1,12.992179729248305,2180.633333333333,0.3574790735512153,False,-0.4183402435864216,0,none
TXN108376,U000003,2025-01-07 08:00:11,219.67,1,1,1,20.160013084240425,5704.516666666666,0.21204264195116015,False,0.3251264576561801,0,none
TXN111399,U000003,2025-01-09 11:05:34,146.86,1,1,1,12.515763060329837,3065.383333333333,0.24497614228338715,False,-1.9119751784211925,0,none
TXN132619,U000003,2025-01-24 17:39:33,198.04,1,1,1,10.850240056480024,21993.983333333334,0.029599658848615484,False,-0.040702357733240296,0,none
TXN135355,U000003,2025-01-26 17:37:00,169.23,1,1,1,5.835692206849629,2877.45,0.12168466260438157,False,-0.9671815773775588,0,none
TXN136856,U000003,2025-01-27 19:28:24,202.52,1,1,1,5.329874614967144,1551.4,0.20613154370119158,False,0.29710710661641765,0,none
TXN144363,U000003,2025-02-02 10:09:44,188.21,1,1,1,11.922130526914783,8081.333333333333,0.08851606561807708,False,-0.2689980229862943,0,none
TXN146700,U000003,2025-02-03 21:20:37,115.39,1,1,1,10.327456712581984,2110.883333333333,0.2935488631559864,False,-2.1900863292588264,0,none
TXN148812,U000003,2025-02-05 13:20:25,226.53,1,1,1,4.888468057909235,2399.8,0.12222188660494795,False,1.1236712991389777,0,none
TXN155352,U000003,2025-02-10 09:03:49,225.6,1,1,1,2.8927488160960824,6943.4,0.024997109336314334,False,0.991550200170256,0,none
TXN155376,U000003,2025-02-10 09:18:52,250.11,1,1,2,1.1643668120631407,15.05,4.641993935135445,False,1.4939736665289525,0,none
TXN157745,U000003,2025-02-11 21:57:46,84.01,1,1,1,5.794573946676262,2198.9,0.1581128913550301,False,-2.353579369430228,0,none
TXN172059,U000003,2025-02-22 10:26:30,262.82,1,1,1,16.228191893225283,15148.733333333334,0.0642754408681155,False,1.4633766421627834,0,none
TXN178883,U000003,2025-02-27 07:04:37,262.4,1,1,1,9.191042919784717,6998.116666666667,0.07880156925845522,False,1.3178726035379298,0,none
TXN181296,U000003,2025-02-28 20:30:02,302.96,1,1,1,12.550487853896275,2245.4166666666665,0.3353628225943707,False,1.8491061266170217,0,none
TXN182869,U000003,2025-03-02 04:08:28,263.51,1,1,1,17.866437113004732,1898.4333333333334,0.5646688814181609,False,1.0329711885852504,0,none
TXN189073,U000003,2025-03-06 15:19:13,324.45,1,1,1,23.327753270848927,6430.75,0.2176519373713697,False,1.894441756356255,0,none
TXN193226,U000003,2025-03-09 16:26:25,202.5,1,1,1,8.630103665200428,4387.2,0.11802658185449165,False,-0.2132406916283914,0,none
TXN198099,U000003,2025-03-13 08:32:00,198.35,1,1,1,6.198678284410784,5285.583333333333,0.070365118400299,False,-0.2787575021712875,0,none
TXN202356,U000003,2025-03-16 09:29:04,201.12,1,1,1,12.383714115909601,4377.066666666667,0.16975360521991353,False,-0.22239908709355471,0,none
TXN208085,U000003,2025-03-20 14:04:42,208.77,1,1,1,20.612893692383302,6035.633333333333,0.20491198739867092,False,-0.07841826095424494,0,none
TXN209959,U000003,2025-03-21 20:39:09,215.73,1,1,1,22.99045566396213,1834.45,0.7519569025254043,False,0.052439153672332275,0,none
TXN222944,U000003,2025-03-31 09:24:10,182.4,1,1,1,16.604540935727474,13725.016666666666,0.07258806895027317,False,-0.5765609477164405,0,none
TXN100603,U000004,2025-01-01 12:58:26,766.9,1,1,1,0.0,9999.0,0.0,False,0.0,0,none
TXN113233,U000004,2025-01-10 17:09:28,433.89,1,1,1,6.236592308822825,13211.033333333333,0.028324471605504203,False,-2.5388245519071106,0,none
TXN116230,U000004,2025-01-12 18:59:05,1162.02,1,1,1,6.040424871096958,2989.616666666667,0.12122808128103965,False,1.5407829724909035,0,none
TXN122448,U000004,2025-01-17 10:19:01,765.62,1,1,1,10.357162268881632,6679.933333333333,0.09302933204915687,False,-0.07381391330954672,0,none
TXN126651,U000004,2025-01-20 11:41:26,761.52,1,1,1,6.747947950611517,4402.416666666667,0.09196695989778894,False,-0.07977028344778613,0,none
TXN135049,U000004,2025-01-26 12:50:42,966.78,1,1,1,9.738092498921226,8709.266666666666,0.06708780110862074,False,0.7757485089652526,0,none
TXN147874,U000004,2025-02-04 19:03:41,805.06,1,1,1,2.5074414533891933,13332.983333333334,0.011283782739548283,False,-0.019782415769745553,0,none
TXN147954,U000004,2025-02-04 19:44:21,1263.83,1,1,2,12.527148621660146,40.666666666666664,18.482678294252675,False,1.7424817608627288,0,none
TXN162264,U000004,2025-02-15 08:27:03,1093.12,1,1,1,4.462029975464936,15162.7,0.0176566045973274,False,0.8892129689030992,0,none
TXN162440,U000004,2025-02-15 10:35:53,1368.24,1,1,1,10.750944318733177,128.83333333333334,5.006908091518684,False,1.6777836284231273,0,none
TXN165182,U000004,2025-02-17 11:34:47,1249.59,1,1,1,14.059525786710829,2938.9,0.2870364922939364,False,1.0882432980995949,0,none
TXN166276,U000004,2025-02-18 08:09:19,1448.88,1,1,1,15.909580917969178,1234.5333333333333,0.7732272829772254,False,1.5756328750889517,0,none
TXN169447,U000004,2025-02-20 12:18:10,1083.4,1,1,1,7.036926126376206,3128.85,0.13494273218037692,False,0.2598069093457696,0,none
TXN170977,U000004,2025-02-21 14:17:32,927.17,1,1,1,8.24638097897453,1559.3666666666666,0.3172973164779324,False,-0.303232425591043,0,none
TXN176878,U000004,2025-02-25 17:45:12,754.33,1,1,1,13.180691856771764,5967.666666666667,0.1325210598346041,False,-0.9005899394580733,0,none
TXN180767,U000004,2025-02-28 14:55:46,599.27,1,1,1,7.164912917472927,4150.566666666667,0.10357495965571985,False,-1.3569182634263175,0,none
TXN201226,U000004,2025-03-15 12:37:12,1370.99,1,1,1,7.888152291398759,21461.433333333334,0.022053006904661176,False,1.3711577671290724,0,none
TXN202096,U000004,2025-03-16 04:40:20,969.39,1,1,1,6.221599671918112,963.1333333333333,0.3875849452984218,False,-0.06991996544027161,0,none
TXN204670,U000004,2025-03-18 02:39:05,1443.66,1,1,1,5.0893054927657575,2758.75,0.11068720600487375,False,1.529424410355409,0,none
TXN217182,U000004,2025-03-27 08:30:15,995.5,1,1,1,5.250080149719376,13311.166666666666,0.02366470324287848,False,-0.05796473464402253,0,none
TXN111962,U000005,2025-01-09 18:23:33,100.31,1,1,1,0.0,9999.0,0.0,False,0.0,0,none
TXN121458,U000005,2025-01-16 16:26:54,115.44,1,1,1,13.773242932138743,9963.35,0.08294344531993,False,0.42461832061068694,0,none
TXN125272,U000005,2025-01-19 11:57:01,205.62,1,1,1,7.934585396709044,4050.116666666667,0.11754602718502988,False,1.716694914334996,0,none
TXN136332,U000005,2025-01-27 12:43:55,349.67,1,1,1,5.539823273166214,11566.9,0.028736255728844622,False,1.8276377045677898,0,none
TXN139345,U000005,2025-01-29 17:26:44,299.9,1,1,1,6.2635677577279845,3162.8166666666666,0.11882258918907063,False,0.9730485635073495,0,none
TXN145853,U000005,2025-02-03 10:51:20,146.19,1,1,1,3.6190709943126977,6804.6,0.03191139224330039,False,-0.6645565025488361,0,none
TXN151766,U000005,2025-02-07 17:15:43,228.75,1,1,1,2.0909002973241115,6144.383333333333,0.020417674326869802,False,0.2757218060531274,0,none
TXN170476,U000005,2025-02-21 07:50:18,150.48,1,1,1,10.065430358071282,19594.583333333332,0.030821059637277836,False,-0.6287632629531686,0,none
TXN200062,U000005,2025-03-14 16:23:16,277.1,1,1,1,5.175484983381342,30752.966666666667,0.010097533105300859,False,0.8880094194054989,0,none
TXN222256,U000005,2025-03-30 18:34:15,314.46,1,1,1,13.310735744265017,23170.983333333334,0.03446742562310624,False,1.1951904940993203,0,none
TXN222582,U000005,2025-03-30 22:02:45,103.12,1,1,1,21.23217873127229,208.5,6.109979491013608,False,-1.266971819645769,0,none
TXN119149,U000006,2025-01-14 20:48:41,269.67,1,1,1,0.0,9999.0,0.0,False,0.0,0,none
TXN123077,U000006,2025-01-17 18:35:50,311.68,1,1,1,24.184742064814372,4187.15,0.3465566134217457,False,0.4445314484043002,0,none
TXN123778,U000006,2025-01-18 10:16:41,115.42,1,1,1,12.123962268112653,940.85,0.7731707882093417,False,-1.6958940564067984,0,none
TXN129822,U000006,2025-01-22 17:16:46,220.18,1,1,1,2.2284717322968435,6180.083333333333,0.021635356147486243,False,-0.142761718434616,0,none
TXN144275,U000006,2025-02-02 09:09:50,429.48,1,1,1,5.079757719298187,15353.066666666668,0.01985176445690923,False,1.7307092316844386,0,none
TXN150996,U000006,2025-02-07 00:16:49,140.94,1,1,1,11.940461045451473,6666.983333333334,0.1074590451044208,False,-1.1064893540772278,0,none
TXN151852,U000006,2025-02-07 18:03:36,241.5,1,1,1,12.103460633966899,1066.7833333333333,0.6807452041539337,False,-0.060378588291002684,0,none
TXN153500,U000006,2025-02-08 19:59:15,26.24,1,1,1,11.468688189143862,1555.65,0.4423368311308017,False,-1.7613566931941915,0,none
TXN156455,U000006,2025-02-10 23:44:48,233.12,1,1,1,13.163469514954421,3105.55,0.2543215117764213,False,0.1170411950760896,0,none
TXN158367,U000006,2025-02-12 12:39:22,360.54,1,1,1,12.033752574494882,2214.5666666666666,0.3260345083927749,False,1.1723665419504041,0,none
TXN171605,U000006,2025-02-21 21:33:29,290.2,1,1,1,1.3325827391046687,13494.116666666667,0.005925172156232047,False,0.4843964013648727,0,none
TXN177605,U000006,2025-02-26 08:42:19,129.6,1,1,1,1.0126747727007765,6428.833333333333,0.009451246161104388,False,-0.972245029350277,0,none
TXN178257,U000006,2025-02-26 17:23:19,169.1,1,1,1,9.177159869888316,521.0,1.0568706184132417,False,-0.5603266557054407,0,none
TXN183700,U000006,2025-03-02 17:57:05,291.41,1,1,1,4.760681234967524,5793.766666666666,0.049301411418832555,False,0.6110605305291444,0,none
TXN190664,U000006,2025-03-07 18:09:35,237.33,1,1,1,5.141790061484425,7212.5,0.0427739901128687,False,0.06473998011349238,0,none
TXN190705,U000006,2025-03-07 18:30:49,322.0,1,1,2,9.013899439455072,21.233333333333334,25.4709874270316,False,0.8889526458854824,0,none
TXN193696,U000006,2025-03-09 21:40:47,225.29,1,1,1,9.337737388202878,3069.9666666666667,0.1824984777116492,False,-0.11595334048135979,0,none
TXN100304,U000007,2025-01-01 09:36:40,267.7,1,1,1,0.0,9999.0,0.0,False,0.0,0,none
TXN129598,U000007,2025-01-22 14:12:50,237.78,1,1,1,11.132442140684066,30516.166666666668,0.021888284191692184,False,-0.41363674067520095,0,none
TXN130235,U000007,2025-01-22 21:05:52,399.88,1,1,1,15.116541062937923,413.03333333333336,2.195930426381104,False,1.7058029853501746,0,none
TXN130372,U000007,2025-01-22 23:39:27,121.57,1,1,1,9.584926326970026,153.58333333333334,3.744518152695832,False,-1.575771862580231,0,none
TXN160085,U000007,2025-02-13 17:59:05,266.27,1,1,1,3.6910340989124935,31339.633333333335,0.007066516815281276,False,0.09620551619865399,0,none
TXN161542,U000007,2025-02-14 17:49:11,235.37,1,1,1,5.033597651590894,1430.1,0.21118513327421415,False,-0.2609387038286044,0,none
TXN170869,U000007,2025-02-21 12:50:28,405.85,1,1,1,8.374853829380699,9781.283333333333,0.05137273020713117,False,1.5193879360352118,0,none
TXN171672,U000007,2025-02-21 22:50:39,294.84,1,1,1,9.187709783049527,600.1833333333333,0.9184903284823609,False,0.20038078886156516,0,none
TXN183428,U000007,2025-03-02 13:39:58,364.97,1,1,1,18.812961553730172,12409.316666666668,0.09096211528358211,False,0.948463499001515,0,none
TXN184243,U000007,2025-03-03 06:06:18,289.66,1,1,1,7.5770842079883405,986.3333333333334,0.4609243519560329,False,0.01645964049895306,0,none
TXN203638,U000007,2025-03-17 10:14:15,358.52,1,1,1,4.501300774832852,20407.95,0.01323396257291747,False,0.8339207957615918,0,none
TXN209965,U000007,2025-03-21 20:42:15,245.2,1,1,1,8.233028348111914,6388.0,0.07732963382697476,False,-0.6085214703651638,0,none
TXN221988,U000007,2025-03-30 15:32:13,172.64,1,1,1,6.870272104108355,12649.966666666667,0.0325863567160784,False,-1.3951992593081135,0,none
TXN101524,U000008,2025-01-02 06:13:00,17746.57,1,1,1,0.0,9999.0,0.0,False,0.0,1,amount_spike
TXN102160,U000008,2025-01-02 14:16:16,725.43,1,1,1,7.616784442002174,483.26666666666665,0.945662297944814,False,-77.85399009280562,0,none
TXN102465,U000008,2025-01-02 18:37:31,342.17,1,1,1,5.141526907708012,261.25,1.1808291462678686,False,-0.8947834821119494,0,none
TXN109093,U000008,2025-01-07 17:11:51,545.74,1,1,1,8.676409014016564,7114.333333333333,0.07317404406704688,False,-0.6653230540150513,0,none
TXN110091,U000008,2025-01-08 11:38:05,661.06,1,1,1,6.001253694714445,1106.2333333333333,0.3254966297190467,False,-0.5438746829799485,0,none
TXN116081,U000008,2025-01-12 17:26:26,417.7,1,1,1,10.480257897116486,6108.35,0.1029435893206822,False,-0.5104119070638891,0,none
TXN125217,U000008,2025-01-19 11:07:05,344.42,1,1,1,6.066843903699394,9700.65,0.03752435498878567,False,-0.4697791021239775,0,none
TXN128430,U000008,2025-01-21 16:43:57,733.88,1,1,1,8.622528470895313,3216.866666666667,0.16082472848954016,False,-0.3672564705547878,0,none
TXN129829,U000008,2025-01-22 17:20:21,378.17,1,1,1,18.188418645052646,1476.4,0.7391662955182597,False,-0.4023512518968999,0,none
TXN148983,U000008,2025-02-05 15:56:39,524.41,1,1,1,9.789088927271909,20076.3,0.029255656452449635,False,-0.35017355291841595,0,none
TXN149889,U000008,2025-02-06 09:46:26,121.32,1,1,1,3.969158255991065,1069.7833333333333,0.2226146995741791,False,-0.4070674765161415,0,none
TXN150966,U000008,2025-02-06 23:13:05,876.61,1,1,1,2.725069047187769,806.65,0.202695274073348,False,-0.2355189314716602,0,none
TXN154896,U000008,2025-02-09 20:20:01,600.18,1,1,1,12.587184585799932,4146.933333333333,0.1821179687354501,False,-0.2826123106144954,0,none
TXN158062,U000008,2025-02-12 08:54:35,624.48,1,1,1,10.017214287989757,3634.5666666666666,0.16536575399526365,False,-0.2655639680947548,0,none
TXN167455,U000008,2025-02-18 22:12:04,991.67,1,1,1,11.41803345188027,9437.483333333334,0.07259159914943597,False,-0.17299123133914898,0,none
TXN167484,U000008,2025-02-18 22:47:48,499.51,1,1,2,14.386722235626857,35.733333333333334,24.15680972400032,False,-0.28110606185940773,0,none
TXN174696,U000008,2025-02-24 05:42:50,605.36,1,1,1,11.842892150848707,7615.033333333334,0.09331193941601337,False,-0.2463291596416432,0,none
TXN181160,U000008,2025-02-28 19:09:13,858.36,1,1,1,12.006261727472113,6566.383333333333,0.10970661733856438,False,-0.1763306304881571,0,none
TXN197555,U000008,2025-03-12 18:38:31,326.83,1,1,1,6.616146274433823,17249.3,0.023013616579573046,False,-0.30558681473435756,0,none
TXN204689,U000008,2025-03-18 05:10:20,211.99,1,1,1,13.158848688154803,7831.816666666667,0.10081070010865358,False,-0.3264512701743827,0,none
TXN206749,U000008,2025-03-19 15:10:38,699.82,1,1,1,9.387118748961422,2040.3,0.2760511321559012,False,-0.18811371873897156,0,none
TXN103369,U000009,2025-01-03 12:55:48,117.56,1,1,1,0.0,9999.0,0.0,False,0.0,0,none
TXN104721,U000009,2025-01-04 12:29:01,312.27,1,1,1,10.169073810222871,1413.2166666666667,0.4317416026889287,False,2.0564844055301483,0,none
TXN120672,U000009,2025-01-15 23:01:46,245.75,1,1,1,8.516731733301604,16472.75,0.031021165500483904,False,0.3115611650565918,0,none
TXN124301,U000009,2025-01-18 17:30:25,249.48,1,1,1,8.353572302651253,3988.65,0.12566014520177884,False,0.29721026055988237,0,none
TXN126571,U000009,2025-01-20 10:36:43,179.1,1,1,1,5.064820726218182,2466.3,0.12321665797879044,False,-0.7000722521697956,0,none
TXN133425,U000009,2025-01-25 09:45:43,329.2,1,1,1,2.6117121471509903,7149.0,0.021919531239202605,False,1.354694384563536,0,none
TXN136309,U000009,2025-01-27 12:25:54,151.8,1,1,1,9.63133045250553,3040.1833333333334,0.1900805852115273,False,-1.0872916748443087,0,none
TXN145816,U000009,2025-02-03 10:21:42,217.12,1,1,1,14.117870491701742,9955.8,0.08508329109685858,False,-0.12570522855189167,0,none
TXN146440,U000009,2025-02-03 18:40:03,320.15,1,1,1,4.931552546880494,498.35,0.5937456663245302,False,1.24332530322699,0,none
TXN154943,U000009,2025-02-09 20:53:35,271.92,1,1,1,17.066472648786423,8773.533333333333,0.11671333771956399,False,0.4955598572384987,0,none
TXN159518,U000009,2025-02-13 09:47:17,294.07,1,1,1,19.633863187764163,5093.7,0.23127231506878101,False,0.7691336159003234,0,none
TXN166018,U000009,2025-02-17 21:41:58,136.86,1,1,1,4.274805429139717,6474.683333333333,0.039614034006561404,False,-1.4434235073991701,0,none
TXN166507,U000009,2025-02-18 10:48:53,211.09,1,1,1,11.12887677015597,786.9166666666666,0.8485429709321506,False,-0.33983798878741406,0,none
TXN168009,U000009,2025-02-19 11:40:23,211.55,1,1,1,5.836461335557219,1491.5,0.23478892399157436,False,-0.3186617067429918,0,none
TXN171153,U000009,2025-02-21 16:57:01,201.74,1,1,1,8.59506665812484,3196.633333333333,0.1613272295292413,False,-0.4513189790944492,0,none
TXN176456,U000009,2025-02-25 12:08:26,163.86,1,1,1,13.87231748743925,5471.416666666667,0.1521249614048199,False,-0.989212713929622,0,none
TXN200970,U000009,2025-03-15 09:24:56,208.2,1,1,1,5.417663842938414,25756.5,0.012620496984307063,False,-0.272058868096278,0,none
TXN202043,U000009,2025-03-15 23:25:11,234.73,1,1,1,2.538440283484683,840.25,0.1812632157204177,False,0.1575963957838611,0,none
TXN212400,U000009,2025-03-23 17:23:21,106.27,1,1,1,0.30286284785153916,11158.166666666666,0.0016285624165641624,False,-1.77710700566241,0,none
TXN218336,U000009,2025-03-27 21:50:04,292.49,1,1,1,10.099584300570912,6026.716666666666,0.1005481245511107,False,1.0913054306859045,0,none
TXN101856,U000010,2025-01-02 10:22:58,92.79,1,1,1,0.0,9999.0,0.0,False,0.0,0,none
TXN107180,U000010,2025-01-06 10:14:14,233.59,1,1,1,8.290627463152164,5751.266666666666,0.08649184199233732,False,1.9809502370668433,0,none
TXN114674,U000010,2025-01-11 17:24:35,237.33,1,1,1,16.96171332154005,7630.35,0.13337563798415578,False,0.8998469735001156,0,none
TXN114793,U000010,2025-01-11 18:26:40,341.45,1,1,1,14.302271302099815,62.083333333333336,13.822329312096464,False,1.504221399238047,0,none
TXN129199,U000010,2025-01-22 08:39:20,185.61,1,1,1,11.45574713409953,15252.666666666666,0.045063911974691104,False,-0.4507279521050734,0,none
TXN149744,U000010,2025-02-06 07:57:00,222.37,1,1,1,18.073402848044537,21557.666666666668,0.050302483457517304,False,0.052214420717542,0,none
TXN160011,U000010,2025-02-13 17:03:15,214.99,1,1,1,11.881569470495721,10626.25,0.06708802900644567,False,-0.052448354720924704,0,none
TXN161510,U000010,2025-02-14 17:21:57,200.98,1,1,1,13.56201507250544,1458.7,0.5578397918354195,False,-0.2528029768335445,0,none
TXN169947,U000010,2025-02-20 18:30:18,191.11,1,1,1,9.635189613407979,8708.35,0.06638586836823034,False,-0.387181484832799,0,none
TXN173444,U000010,2025-02-23 09:24:02,137.28,1,1,1,4.6910702967397,3773.733333333333,0.07458508403818907,False,-1.1610867814419572,0,none
TXN192528,U000010,2025-03-09 02:23:24,213.37,1,1,1,1.5940453377723893,19739.366666666665,0.00484527806192752,False,0.12250226891028294,0,none
TXN195168,U000010,2025-03-11 01:00:45,137.5,1,1,1,10.941582956704607,2797.35,0.2346846041440208,False,-1.1020543263867577,0,none
TXN197835,U000010,2025-03-12 21:48:17,166.07,1,1,1,10.109543593072628,2687.5333333333333,0.22569863899400602,False,-0.5708440599504823,0,none
TXN210390,U000010,2025-03-22 09:25:14,179.7,1,1,1,7.315137293643074,13656.95,0.03213808629442038,False,-0.3134739488606347,0,none
TXN215466,U000010,2025-03-25 20:22:07,191.34,1,1,1,6.266203082682408,4976.883333333333,0.07554370070176673,False,-0.09550722395868268,0,none
TXN101521,U000011,2025-01-02 06:07:15,323.99,1,1,1,0.0,9999.0,0.0,False,0.0,0,none
TXN126481,U000011,2025-01-20 09:24:29,615.12,1,1,1,2.944881408220676,26117.233333333334,0.006765375269199286,False,1.5691294411866161,0,none
TXN133754,U000011,2025-01-25 13:59:09,1063.58,1,1,1,9.454282931481146,7474.666666666667,0.07589060505113299,False,1.5943830654650908,0,none
TXN139586,U000011,2025-01-29 19:29:33,394.03,1,1,1,6.43814915761989,6090.4,0.06342587505864859,False,-0.8201029604941382,0,none
TXN143389,U000011,2025-02-01 15:53:46,732.94,1,1,1,2.134564130534413,4104.216666666666,0.031205430471603953,False,0.45345571525670186,0,none
TXN152152,U000011,2025-02-07 21:02:30,921.8,1,1,1,16.197481775144443,8948.733333333334,0.10860184009379353,False,1.0196295283015278,0,none
TXN166283,U000011,2025-02-18 08:14:41,746.61,1,1,1,17.63960456622122,15072.183333333332,0.07022050160659801,False,0.26803425699432,0,none
TXN180276,U000011,2025-02-28 08:42:09,618.06,1,1,1,9.399271543291029,14427.466666666667,0.039089072643670064,False,-0.27206432953266413,0,none
TXN183991,U000011,2025-03-02 20:33:39,658.24,1,1,1,4.60408042643807,3591.5,0.07691628166122351,False,-0.08102073891062031,0,none
TXN185242,U000011,2025-03-03 19:15:48,781.11,1,1,1,6.278387070640649,1362.15,0.2765504711217112,False,0.4803277934559539,0,none
TXN198721,U000011,2025-03-13 16:56:38,305.92,1,1,1,14.099745752125829,14260.833333333334,0.05932225174738851,False,-1.5889538147389999,0,none
TXN200811,U000011,2025-03-15 07:22:57,88.28,1,1,1,13.1769748580751,2306.3166666666666,0.3428056965946449,False,-2.0113413357400276,0,none
